"city","number_deaths","state","state_code","month","year"
"Acrelândia",3,"AC",12,1,2019
"Brasiléia",12,"AC",12,1,2019
"Bujari",1,"AC",12,1,2019
"Capixaba",1,"AC",12,1,2019
"Cruzeiro do Sul",43,"AC",12,1,2019
"Epitaciolândia",4,"AC",12,1,2019
"Feijó",10,"AC",12,1,2019
"Mâncio Lima",6,"AC",12,1,2019
"Manoel Urbano",2,"AC",12,1,2019
"Plácido de Castro",8,"AC",12,1,2019
"Porto Acre",3,"AC",12,1,2019
"Porto Walter",1,"AC",12,1,2019
"Rio Branco",154,"AC",12,1,2019
"Rodrigues Alves",2,"AC",12,1,2019
"Senador Guiomard",6,"AC",12,1,2019
"Sena Madureira",16,"AC",12,1,2019
"Tarauacá",13,"AC",12,1,2019
"Xapuri",11,"AC",12,1,2019
"Acrelândia",3,"AC",12,2,2019
"Brasiléia",11,"AC",12,2,2019
"Bujari",1,"AC",12,2,2019
"Capixaba",2,"AC",12,2,2019
"Cruzeiro do Sul",42,"AC",12,2,2019
"Epitaciolândia",7,"AC",12,2,2019
"Feijó",14,"AC",12,2,2019
"Mâncio Lima",7,"AC",12,2,2019
"Manoel Urbano",1,"AC",12,2,2019
"Plácido de Castro",5,"AC",12,2,2019
"Porto Acre",3,"AC",12,2,2019
"Rio Branco",151,"AC",12,2,2019
"Rodrigues Alves",1,"AC",12,2,2019
"Senador Guiomard",11,"AC",12,2,2019
"Sena Madureira",15,"AC",12,2,2019
"Tarauacá",14,"AC",12,2,2019
"Xapuri",11,"AC",12,2,2019
"Acrelândia",3,"AC",12,3,2019
"Brasiléia",9,"AC",12,3,2019
"Bujari",3,"AC",12,3,2019
"Capixaba",7,"AC",12,3,2019
"Cruzeiro do Sul",40,"AC",12,3,2019
"Epitaciolândia",2,"AC",12,3,2019
"Feijó",10,"AC",12,3,2019
"Mâncio Lima",5,"AC",12,3,2019
"Manoel Urbano",9,"AC",12,3,2019
"Plácido de Castro",2,"AC",12,3,2019
"Porto Acre",4,"AC",12,3,2019
"Porto Walter",1,"AC",12,3,2019
"Rio Branco",181,"AC",12,3,2019
"Santa Rosa do Purus",2,"AC",12,3,2019
"Senador Guiomard",14,"AC",12,3,2019
"Sena Madureira",9,"AC",12,3,2019
"Tarauacá",18,"AC",12,3,2019
"Xapuri",9,"AC",12,3,2019
"Acrelândia",5,"AC",12,4,2019
"Brasiléia",11,"AC",12,4,2019
"Bujari",3,"AC",12,4,2019
"Capixaba",5,"AC",12,4,2019
"Cruzeiro do Sul",45,"AC",12,4,2019
"Epitaciolândia",4,"AC",12,4,2019
"Feijó",21,"AC",12,4,2019
"Mâncio Lima",7,"AC",12,4,2019
"Manoel Urbano",5,"AC",12,4,2019
"Plácido de Castro",10,"AC",12,4,2019
"Porto Acre",7,"AC",12,4,2019
"Porto Walter",2,"AC",12,4,2019
"Rio Branco",157,"AC",12,4,2019
"Rodrigues Alves",8,"AC",12,4,2019
"Santa Rosa do Purus",1,"AC",12,4,2019
"Senador Guiomard",11,"AC",12,4,2019
"Sena Madureira",11,"AC",12,4,2019
"Tarauacá",10,"AC",12,4,2019
"Xapuri",8,"AC",12,4,2019
"Acrelândia",5,"AC",12,5,2019
"Brasiléia",13,"AC",12,5,2019
"Bujari",2,"AC",12,5,2019
"Capixaba",1,"AC",12,5,2019
"Cruzeiro do Sul",43,"AC",12,5,2019
"Epitaciolândia",7,"AC",12,5,2019
"Feijó",5,"AC",12,5,2019
"Mâncio Lima",6,"AC",12,5,2019
"Manoel Urbano",9,"AC",12,5,2019
"Plácido de Castro",5,"AC",12,5,2019
"Porto Acre",5,"AC",12,5,2019
"Rio Branco",164,"AC",12,5,2019
"Rodrigues Alves",4,"AC",12,5,2019
"Senador Guiomard",12,"AC",12,5,2019
"Sena Madureira",17,"AC",12,5,2019
"Tarauacá",9,"AC",12,5,2019
"Xapuri",9,"AC",12,5,2019
"Acrelândia",3,"AC",12,6,2019
"Assis Brasil",1,"AC",12,6,2019
"Brasiléia",12,"AC",12,6,2019
"Bujari",2,"AC",12,6,2019
"Capixaba",4,"AC",12,6,2019
"Cruzeiro do Sul",48,"AC",12,6,2019
"Epitaciolândia",6,"AC",12,6,2019
"Feijó",12,"AC",12,6,2019
"Mâncio Lima",5,"AC",12,6,2019
"Manoel Urbano",3,"AC",12,6,2019
"Plácido de Castro",7,"AC",12,6,2019
"Porto Acre",3,"AC",12,6,2019
"Rio Branco",141,"AC",12,6,2019
"Santa Rosa do Purus",1,"AC",12,6,2019
"Senador Guiomard",7,"AC",12,6,2019
"Sena Madureira",18,"AC",12,6,2019
"Tarauacá",10,"AC",12,6,2019
"Xapuri",6,"AC",12,6,2019
"Acrelândia",3,"AC",12,7,2019
"Assis Brasil",2,"AC",12,7,2019
"Brasiléia",15,"AC",12,7,2019
"Bujari",5,"AC",12,7,2019
"Capixaba",3,"AC",12,7,2019
"Cruzeiro do Sul",44,"AC",12,7,2019
"Epitaciolândia",5,"AC",12,7,2019
"Feijó",11,"AC",12,7,2019
"Mâncio Lima",5,"AC",12,7,2019
"Manoel Urbano",4,"AC",12,7,2019
"Plácido de Castro",4,"AC",12,7,2019
"Porto Acre",8,"AC",12,7,2019
"Porto Walter",1,"AC",12,7,2019
"Rio Branco",162,"AC",12,7,2019
"Rodrigues Alves",2,"AC",12,7,2019
"Santa Rosa do Purus",1,"AC",12,7,2019
"Senador Guiomard",6,"AC",12,7,2019
"Sena Madureira",11,"AC",12,7,2019
"Tarauacá",16,"AC",12,7,2019
"Xapuri",8,"AC",12,7,2019
"Acrelândia",2,"AC",12,8,2019
"Assis Brasil",3,"AC",12,8,2019
"Brasiléia",18,"AC",12,8,2019
"Bujari",3,"AC",12,8,2019
"Capixaba",3,"AC",12,8,2019
"Cruzeiro do Sul",43,"AC",12,8,2019
"Epitaciolândia",10,"AC",12,8,2019
"Feijó",6,"AC",12,8,2019
"Mâncio Lima",2,"AC",12,8,2019
"Manoel Urbano",2,"AC",12,8,2019
"Plácido de Castro",8,"AC",12,8,2019
"Porto Acre",5,"AC",12,8,2019
"Rio Branco",163,"AC",12,8,2019
"Rodrigues Alves",3,"AC",12,8,2019
"Santa Rosa do Purus",1,"AC",12,8,2019
"Senador Guiomard",14,"AC",12,8,2019
"Sena Madureira",13,"AC",12,8,2019
"Tarauacá",9,"AC",12,8,2019
"Xapuri",11,"AC",12,8,2019
"Acrelândia",4,"AC",12,9,2019
"Assis Brasil",2,"AC",12,9,2019
"Brasiléia",12,"AC",12,9,2019
"Bujari",2,"AC",12,9,2019
"Capixaba",2,"AC",12,9,2019
"Cruzeiro do Sul",45,"AC",12,9,2019
"Epitaciolândia",6,"AC",12,9,2019
"Feijó",11,"AC",12,9,2019
"Mâncio Lima",6,"AC",12,9,2019
"Manoel Urbano",8,"AC",12,9,2019
"Plácido de Castro",5,"AC",12,9,2019
"Porto Acre",3,"AC",12,9,2019
"Rio Branco",167,"AC",12,9,2019
"Rodrigues Alves",5,"AC",12,9,2019
"Senador Guiomard",6,"AC",12,9,2019
"Sena Madureira",18,"AC",12,9,2019
"Tarauacá",22,"AC",12,9,2019
"Xapuri",8,"AC",12,9,2019
"Acrelândia",1,"AC",12,10,2019
"Assis Brasil",3,"AC",12,10,2019
"Brasiléia",10,"AC",12,10,2019
"Bujari",1,"AC",12,10,2019
"Capixaba",7,"AC",12,10,2019
"Cruzeiro do Sul",44,"AC",12,10,2019
"Epitaciolândia",8,"AC",12,10,2019
"Feijó",8,"AC",12,10,2019
"Mâncio Lima",4,"AC",12,10,2019
"Manoel Urbano",4,"AC",12,10,2019
"Plácido de Castro",5,"AC",12,10,2019
"Porto Acre",3,"AC",12,10,2019
"Rio Branco",159,"AC",12,10,2019
"Rodrigues Alves",2,"AC",12,10,2019
"Senador Guiomard",7,"AC",12,10,2019
"Sena Madureira",18,"AC",12,10,2019
"Tarauacá",13,"AC",12,10,2019
"Xapuri",10,"AC",12,10,2019
"Acrelândia",2,"AC",12,11,2019
"Assis Brasil",2,"AC",12,11,2019
"Brasiléia",10,"AC",12,11,2019
"Bujari",2,"AC",12,11,2019
"Capixaba",1,"AC",12,11,2019
"Cruzeiro do Sul",49,"AC",12,11,2019
"Epitaciolândia",9,"AC",12,11,2019
"Feijó",9,"AC",12,11,2019
"Mâncio Lima",6,"AC",12,11,2019
"Manoel Urbano",1,"AC",12,11,2019
"Plácido de Castro",3,"AC",12,11,2019
"Porto Acre",3,"AC",12,11,2019
"Rio Branco",198,"AC",12,11,2019
"Rodrigues Alves",2,"AC",12,11,2019
"Santa Rosa do Purus",2,"AC",12,11,2019
"Senador Guiomard",6,"AC",12,11,2019
"Sena Madureira",6,"AC",12,11,2019
"Tarauacá",8,"AC",12,11,2019
"Xapuri",8,"AC",12,11,2019
"Acrelândia",4,"AC",12,12,2019
"Assis Brasil",4,"AC",12,12,2019
"Brasiléia",12,"AC",12,12,2019
"Bujari",6,"AC",12,12,2019
"Capixaba",3,"AC",12,12,2019
"Cruzeiro do Sul",51,"AC",12,12,2019
"Epitaciolândia",9,"AC",12,12,2019
"Feijó",10,"AC",12,12,2019
"Mâncio Lima",4,"AC",12,12,2019
"Manoel Urbano",4,"AC",12,12,2019
"Plácido de Castro",3,"AC",12,12,2019
"Porto Acre",3,"AC",12,12,2019
"Porto Walter",1,"AC",12,12,2019
"Rio Branco",176,"AC",12,12,2019
"Rodrigues Alves",2,"AC",12,12,2019
"Santa Rosa do Purus",1,"AC",12,12,2019
"Senador Guiomard",11,"AC",12,12,2019
"Sena Madureira",19,"AC",12,12,2019
"Tarauacá",17,"AC",12,12,2019
"Xapuri",4,"AC",12,12,2019
"Acrelândia",3,"AC",12,1,2020
"Assis Brasil",2,"AC",12,1,2020
"Brasiléia",10,"AC",12,1,2020
"Bujari",5,"AC",12,1,2020
"Cruzeiro do Sul",45,"AC",12,1,2020
"Epitaciolândia",7,"AC",12,1,2020
"Feijó",9,"AC",12,1,2020
"Mâncio Lima",7,"AC",12,1,2020
"Manoel Urbano",6,"AC",12,1,2020
"Plácido de Castro",4,"AC",12,1,2020
"Porto Acre",3,"AC",12,1,2020
"Porto Walter",1,"AC",12,1,2020
"Rio Branco",211,"AC",12,1,2020
"Santa Rosa do Purus",3,"AC",12,1,2020
"Senador Guiomard",10,"AC",12,1,2020
"Sena Madureira",16,"AC",12,1,2020
"Tarauacá",13,"AC",12,1,2020
"Xapuri",16,"AC",12,1,2020
"Acrelândia",6,"AC",12,2,2020
"Assis Brasil",1,"AC",12,2,2020
"Brasiléia",9,"AC",12,2,2020
"Bujari",4,"AC",12,2,2020
"Cruzeiro do Sul",40,"AC",12,2,2020
"Epitaciolândia",2,"AC",12,2,2020
"Feijó",8,"AC",12,2,2020
"Mâncio Lima",6,"AC",12,2,2020
"Manoel Urbano",2,"AC",12,2,2020
"Plácido de Castro",7,"AC",12,2,2020
"Porto Acre",5,"AC",12,2,2020
"Rio Branco",206,"AC",12,2,2020
"Rodrigues Alves",3,"AC",12,2,2020
"Santa Rosa do Purus",1,"AC",12,2,2020
"Senador Guiomard",7,"AC",12,2,2020
"Sena Madureira",13,"AC",12,2,2020
"Tarauacá",8,"AC",12,2,2020
"Xapuri",5,"AC",12,2,2020
"Acrelândia",3,"AC",12,3,2020
"Assis Brasil",1,"AC",12,3,2020
"Brasiléia",7,"AC",12,3,2020
"Bujari",2,"AC",12,3,2020
"Cruzeiro do Sul",33,"AC",12,3,2020
"Epitaciolândia",9,"AC",12,3,2020
"Feijó",13,"AC",12,3,2020
"Mâncio Lima",5,"AC",12,3,2020
"Plácido de Castro",6,"AC",12,3,2020
"Porto Acre",6,"AC",12,3,2020
"Rio Branco",181,"AC",12,3,2020
"Rodrigues Alves",5,"AC",12,3,2020
"Senador Guiomard",13,"AC",12,3,2020
"Sena Madureira",20,"AC",12,3,2020
"Tarauacá",25,"AC",12,3,2020
"Xapuri",7,"AC",12,3,2020
"Acrelândia",3,"AC",12,4,2020
"Assis Brasil",4,"AC",12,4,2020
"Brasiléia",10,"AC",12,4,2020
"Bujari",5,"AC",12,4,2020
"Cruzeiro do Sul",35,"AC",12,4,2020
"Epitaciolândia",10,"AC",12,4,2020
"Feijó",7,"AC",12,4,2020
"Mâncio Lima",4,"AC",12,4,2020
"Plácido de Castro",4,"AC",12,4,2020
"Porto Acre",5,"AC",12,4,2020
"Porto Walter",2,"AC",12,4,2020
"Rio Branco",170,"AC",12,4,2020
"Rodrigues Alves",2,"AC",12,4,2020
"Santa Rosa do Purus",1,"AC",12,4,2020
"Senador Guiomard",5,"AC",12,4,2020
"Sena Madureira",11,"AC",12,4,2020
"Tarauacá",13,"AC",12,4,2020
"Xapuri",3,"AC",12,4,2020
"Acrelândia",2,"AC",12,5,2020
"Assis Brasil",2,"AC",12,5,2020
"Brasiléia",17,"AC",12,5,2020
"Bujari",5,"AC",12,5,2020
"Cruzeiro do Sul",47,"AC",12,5,2020
"Epitaciolândia",8,"AC",12,5,2020
"Feijó",10,"AC",12,5,2020
"Mâncio Lima",7,"AC",12,5,2020
"Plácido de Castro",7,"AC",12,5,2020
"Porto Acre",4,"AC",12,5,2020
"Porto Walter",2,"AC",12,5,2020
"Rio Branco",254,"AC",12,5,2020
"Rodrigues Alves",3,"AC",12,5,2020
"Senador Guiomard",11,"AC",12,5,2020
"Sena Madureira",2,"AC",12,5,2020
"Tarauacá",6,"AC",12,5,2020
"Xapuri",7,"AC",12,5,2020
"Água Branca",7,"AL",27,1,2019
"Arapiraca",40,"AL",27,1,2019
"Atalaia",10,"AL",27,1,2019
"Barra de Santo Antônio",5,"AL",27,1,2019
"Barra de São Miguel",3,"AL",27,1,2019
"Belém",1,"AL",27,1,2019
"Boca da Mata",13,"AL",27,1,2019
"Branquinha",3,"AL",27,1,2019
"Cacimbinhas",7,"AL",27,1,2019
"Cajueiro",9,"AL",27,1,2019
"Campestre",6,"AL",27,1,2019
"Campo Alegre",15,"AL",27,1,2019
"Campo Grande",5,"AL",27,1,2019
"Canapi",7,"AL",27,1,2019
"Capela",6,"AL",27,1,2019
"Carneiros",7,"AL",27,1,2019
"Chã Preta",6,"AL",27,1,2019
"Coité do Nóia",1,"AL",27,1,2019
"Coruripe",14,"AL",27,1,2019
"Craíbas",13,"AL",27,1,2019
"Delmiro Gouveia",31,"AL",27,1,2019
"Estrela de Alagoas",8,"AL",27,1,2019
"Feira Grande",5,"AL",27,1,2019
"Flexeiras",4,"AL",27,1,2019
"Girau do Ponciano",1,"AL",27,1,2019
"Igaci",13,"AL",27,1,2019
"Igreja Nova",8,"AL",27,1,2019
"Inhapi",10,"AL",27,1,2019
"Jacaré dos Homens",6,"AL",27,1,2019
"Jacuípe",2,"AL",27,1,2019
"Japaratinga",4,"AL",27,1,2019
"Jaramataia",3,"AL",27,1,2019
"Junqueiro",15,"AL",27,1,2019
"Lagoa da Canoa",10,"AL",27,1,2019
"Maceio",489,"AL",27,1,2019
"Major Isidoro",2,"AL",27,1,2019
"Maragogi",14,"AL",27,1,2019
"Maravilha",3,"AL",27,1,2019
"Marechal Deodoro",16,"AL",27,1,2019
"Mata Grande",15,"AL",27,1,2019
"Messias",4,"AL",27,1,2019
"Monteirópolis",7,"AL",27,1,2019
"Murici",6,"AL",27,1,2019
"Olho D'água das Flores",9,"AL",27,1,2019
"Olho D'água do Casado",3,"AL",27,1,2019
"Olho D'água Grande",4,"AL",27,1,2019
"Olivença",6,"AL",27,1,2019
"Ouro Branco",7,"AL",27,1,2019
"Palestina",2,"AL",27,1,2019
"Palmeira dos Índios",43,"AL",27,1,2019
"Pão de Açúcar",7,"AL",27,1,2019
"Pariconha",3,"AL",27,1,2019
"Passo de Camaragibe",6,"AL",27,1,2019
"Paulo Jacinto",7,"AL",27,1,2019
"Penedo",21,"AL",27,1,2019
"Piaçabuçu",8,"AL",27,1,2019
"Pilar",15,"AL",27,1,2019
"Piranhas",2,"AL",27,1,2019
"Poço das Trincheiras",3,"AL",27,1,2019
"Porto Calvo",6,"AL",27,1,2019
"Porto de Pedras",1,"AL",27,1,2019
"Porto Real do Colégio",9,"AL",27,1,2019
"Quebrangulo",9,"AL",27,1,2019
"Rio Largo",27,"AL",27,1,2019
"Santa Luzia do Norte",4,"AL",27,1,2019
"Santana do Ipanema",1,"AL",27,1,2019
"São Brás",3,"AL",27,1,2019
"São José da Laje",8,"AL",27,1,2019
"São José da Tapera",23,"AL",27,1,2019
"São Luís do Quitunde",10,"AL",27,1,2019
"São Miguel dos Milagres",3,"AL",27,1,2019
"São Sebastião",12,"AL",27,1,2019
"Taquarana",6,"AL",27,1,2019
"Teotônio Vilela",17,"AL",27,1,2019
"Traipu",14,"AL",27,1,2019
"União dos Palmares",37,"AL",27,1,2019
"Viçosa",16,"AL",27,1,2019
"Água Branca",7,"AL",27,2,2019
"Arapiraca",31,"AL",27,2,2019
"Atalaia",14,"AL",27,2,2019
"Barra de Santo Antônio",4,"AL",27,2,2019
"Barra de São Miguel",5,"AL",27,2,2019
"Belém",3,"AL",27,2,2019
"Boca da Mata",11,"AL",27,2,2019
"Cacimbinhas",7,"AL",27,2,2019
"Cajueiro",5,"AL",27,2,2019
"Campestre",4,"AL",27,2,2019
"Campo Alegre",8,"AL",27,2,2019
"Campo Grande",6,"AL",27,2,2019
"Canapi",5,"AL",27,2,2019
"Capela",7,"AL",27,2,2019
"Carneiros",2,"AL",27,2,2019
"Chã Preta",2,"AL",27,2,2019
"Coité do Nóia",4,"AL",27,2,2019
"Coruripe",5,"AL",27,2,2019
"Craíbas",18,"AL",27,2,2019
"Delmiro Gouveia",23,"AL",27,2,2019
"Estrela de Alagoas",4,"AL",27,2,2019
"Feira Grande",6,"AL",27,2,2019
"Feliz Deserto",3,"AL",27,2,2019
"Flexeiras",1,"AL",27,2,2019
"Girau do Ponciano",9,"AL",27,2,2019
"Igaci",10,"AL",27,2,2019
"Igreja Nova",4,"AL",27,2,2019
"Inhapi",12,"AL",27,2,2019
"Jacaré dos Homens",1,"AL",27,2,2019
"Jacuípe",4,"AL",27,2,2019
"Japaratinga",3,"AL",27,2,2019
"Jaramataia",1,"AL",27,2,2019
"Jundiá",5,"AL",27,2,2019
"Junqueiro",11,"AL",27,2,2019
"Lagoa da Canoa",12,"AL",27,2,2019
"Maceio",564,"AL",27,2,2019
"Major Isidoro",2,"AL",27,2,2019
"Maragogi",7,"AL",27,2,2019
"Maravilha",7,"AL",27,2,2019
"Marechal Deodoro",10,"AL",27,2,2019
"Mata Grande",7,"AL",27,2,2019
"Messias",5,"AL",27,2,2019
"Monteirópolis",1,"AL",27,2,2019
"Murici",7,"AL",27,2,2019
"Olho D'água das Flores",19,"AL",27,2,2019
"Olho D'água do Casado",4,"AL",27,2,2019
"Olho D'água Grande",1,"AL",27,2,2019
"Olivença",2,"AL",27,2,2019
"Ouro Branco",2,"AL",27,2,2019
"Palestina",5,"AL",27,2,2019
"Palmeira dos Índios",36,"AL",27,2,2019
"Pariconha",3,"AL",27,2,2019
"Passo de Camaragibe",5,"AL",27,2,2019
"Paulo Jacinto",2,"AL",27,2,2019
"Penedo",22,"AL",27,2,2019
"Piaçabuçu",9,"AL",27,2,2019
"Pilar",16,"AL",27,2,2019
"Piranhas",8,"AL",27,2,2019
"Poço das Trincheiras",2,"AL",27,2,2019
"Porto Calvo",6,"AL",27,2,2019
"Porto Real do Colégio",10,"AL",27,2,2019
"Quebrangulo",4,"AL",27,2,2019
"Rio Largo",19,"AL",27,2,2019
"Santa Luzia do Norte",3,"AL",27,2,2019
"Santana do Ipanema",2,"AL",27,2,2019
"São Brás",1,"AL",27,2,2019
"São José da Laje",9,"AL",27,2,2019
"São José da Tapera",13,"AL",27,2,2019
"São Luís do Quitunde",11,"AL",27,2,2019
"São Sebastião",15,"AL",27,2,2019
"Taquarana",8,"AL",27,2,2019
"Teotônio Vilela",16,"AL",27,2,2019
"Traipu",4,"AL",27,2,2019
"União dos Palmares",26,"AL",27,2,2019
"Viçosa",13,"AL",27,2,2019
"Água Branca",4,"AL",27,3,2019
"Arapiraca",70,"AL",27,3,2019
"Atalaia",18,"AL",27,3,2019
"Barra de Santo Antônio",3,"AL",27,3,2019
"Barra de São Miguel",2,"AL",27,3,2019
"Belém",5,"AL",27,3,2019
"Boca da Mata",8,"AL",27,3,2019
"Branquinha",5,"AL",27,3,2019
"Cacimbinhas",8,"AL",27,3,2019
"Cajueiro",13,"AL",27,3,2019
"Campestre",4,"AL",27,3,2019
"Campo Alegre",10,"AL",27,3,2019
"Campo Grande",5,"AL",27,3,2019
"Canapi",7,"AL",27,3,2019
"Capela",1,"AL",27,3,2019
"Carneiros",1,"AL",27,3,2019
"Chã Preta",2,"AL",27,3,2019
"Coité do Nóia",4,"AL",27,3,2019
"Coruripe",6,"AL",27,3,2019
"Craíbas",31,"AL",27,3,2019
"Delmiro Gouveia",22,"AL",27,3,2019
"Estrela de Alagoas",10,"AL",27,3,2019
"Feira Grande",4,"AL",27,3,2019
"Feliz Deserto",1,"AL",27,3,2019
"Flexeiras",4,"AL",27,3,2019
"Girau do Ponciano",8,"AL",27,3,2019
"Igaci",4,"AL",27,3,2019
"Igreja Nova",7,"AL",27,3,2019
"Inhapi",11,"AL",27,3,2019
"Jacaré dos Homens",1,"AL",27,3,2019
"Jacuípe",2,"AL",27,3,2019
"Japaratinga",4,"AL",27,3,2019
"Jaramataia",1,"AL",27,3,2019
"Junqueiro",11,"AL",27,3,2019
"Lagoa da Canoa",11,"AL",27,3,2019
"Maceio",594,"AL",27,3,2019
"Maragogi",14,"AL",27,3,2019
"Maravilha",5,"AL",27,3,2019
"Marechal Deodoro",18,"AL",27,3,2019
"Mata Grande",7,"AL",27,3,2019
"Messias",2,"AL",27,3,2019
"Monteirópolis",3,"AL",27,3,2019
"Murici",10,"AL",27,3,2019
"Olho D'água das Flores",12,"AL",27,3,2019
"Olho D'água do Casado",7,"AL",27,3,2019
"Olho D'água Grande",1,"AL",27,3,2019
"Olivença",2,"AL",27,3,2019
"Ouro Branco",3,"AL",27,3,2019
"Palestina",2,"AL",27,3,2019
"Palmeira dos Índios",51,"AL",27,3,2019
"Passo de Camaragibe",2,"AL",27,3,2019
"Paulo Jacinto",3,"AL",27,3,2019
"Penedo",23,"AL",27,3,2019
"Piaçabuçu",11,"AL",27,3,2019
"Pilar",16,"AL",27,3,2019
"Piranhas",2,"AL",27,3,2019
"Poço das Trincheiras",2,"AL",27,3,2019
"Porto Calvo",14,"AL",27,3,2019
"Porto de Pedras",1,"AL",27,3,2019
"Porto Real do Colégio",8,"AL",27,3,2019
"Quebrangulo",6,"AL",27,3,2019
"Rio Largo",18,"AL",27,3,2019
"Santa Luzia do Norte",6,"AL",27,3,2019
"Santana do Ipanema",1,"AL",27,3,2019
"São Brás",1,"AL",27,3,2019
"São José da Laje",9,"AL",27,3,2019
"São José da Tapera",7,"AL",27,3,2019
"São Luís do Quitunde",4,"AL",27,3,2019
"São Miguel dos Milagres",2,"AL",27,3,2019
"São Sebastião",19,"AL",27,3,2019
"Taquarana",13,"AL",27,3,2019
"Teotônio Vilela",19,"AL",27,3,2019
"Traipu",19,"AL",27,3,2019
"União dos Palmares",26,"AL",27,3,2019
"Viçosa",11,"AL",27,3,2019
"Água Branca",10,"AL",27,4,2019
"Arapiraca",148,"AL",27,4,2019
"Atalaia",17,"AL",27,4,2019
"Barra de Santo Antônio",10,"AL",27,4,2019
"Barra de São Miguel",1,"AL",27,4,2019
"Belém",1,"AL",27,4,2019
"Boca da Mata",11,"AL",27,4,2019
"Branquinha",4,"AL",27,4,2019
"Cacimbinhas",4,"AL",27,4,2019
"Cajueiro",15,"AL",27,4,2019
"Campestre",3,"AL",27,4,2019
"Campo Alegre",17,"AL",27,4,2019
"Campo Grande",3,"AL",27,4,2019
"Canapi",11,"AL",27,4,2019
"Capela",9,"AL",27,4,2019
"Carneiros",3,"AL",27,4,2019
"Chã Preta",3,"AL",27,4,2019
"Coité do Nóia",10,"AL",27,4,2019
"Coruripe",7,"AL",27,4,2019
"Craíbas",11,"AL",27,4,2019
"Delmiro Gouveia",39,"AL",27,4,2019
"Estrela de Alagoas",8,"AL",27,4,2019
"Feira Grande",5,"AL",27,4,2019
"Flexeiras",4,"AL",27,4,2019
"Girau do Ponciano",14,"AL",27,4,2019
"Igaci",13,"AL",27,4,2019
"Igreja Nova",10,"AL",27,4,2019
"Inhapi",10,"AL",27,4,2019
"Jacaré dos Homens",9,"AL",27,4,2019
"Jacuípe",3,"AL",27,4,2019
"Japaratinga",6,"AL",27,4,2019
"Jaramataia",2,"AL",27,4,2019
"Jundiá",2,"AL",27,4,2019
"Junqueiro",8,"AL",27,4,2019
"Lagoa da Canoa",15,"AL",27,4,2019
"Maceio",440,"AL",27,4,2019
"Major Isidoro",2,"AL",27,4,2019
"Maragogi",18,"AL",27,4,2019
"Maravilha",4,"AL",27,4,2019
"Marechal Deodoro",19,"AL",27,4,2019
"Mata Grande",8,"AL",27,4,2019
"Messias",3,"AL",27,4,2019
"Monteirópolis",5,"AL",27,4,2019
"Murici",15,"AL",27,4,2019
"Olho D'água das Flores",22,"AL",27,4,2019
"Olho D'água do Casado",3,"AL",27,4,2019
"Olho D'água Grande",2,"AL",27,4,2019
"Olivença",8,"AL",27,4,2019
"Ouro Branco",6,"AL",27,4,2019
"Palestina",2,"AL",27,4,2019
"Palmeira dos Índios",39,"AL",27,4,2019
"Pariconha",3,"AL",27,4,2019
"Passo de Camaragibe",1,"AL",27,4,2019
"Paulo Jacinto",2,"AL",27,4,2019
"Penedo",37,"AL",27,4,2019
"Piaçabuçu",11,"AL",27,4,2019
"Pilar",12,"AL",27,4,2019
"Piranhas",2,"AL",27,4,2019
"Poço das Trincheiras",1,"AL",27,4,2019
"Porto Calvo",10,"AL",27,4,2019
"Porto de Pedras",1,"AL",27,4,2019
"Porto Real do Colégio",14,"AL",27,4,2019
"Quebrangulo",3,"AL",27,4,2019
"Rio Largo",29,"AL",27,4,2019
"Santa Luzia do Norte",3,"AL",27,4,2019
"Santana do Mundaú",3,"AL",27,4,2019
"São Brás",3,"AL",27,4,2019
"São José da Laje",20,"AL",27,4,2019
"São José da Tapera",19,"AL",27,4,2019
"São Luís do Quitunde",18,"AL",27,4,2019
"São Miguel dos Milagres",5,"AL",27,4,2019
"São Sebastião",10,"AL",27,4,2019
"Taquarana",9,"AL",27,4,2019
"Teotônio Vilela",20,"AL",27,4,2019
"Traipu",23,"AL",27,4,2019
"União dos Palmares",31,"AL",27,4,2019
"Viçosa",4,"AL",27,4,2019
"Água Branca",13,"AL",27,5,2019
"Arapiraca",139,"AL",27,5,2019
"Atalaia",18,"AL",27,5,2019
"Barra de Santo Antônio",13,"AL",27,5,2019
"Barra de São Miguel",3,"AL",27,5,2019
"Belém",4,"AL",27,5,2019
"Boca da Mata",15,"AL",27,5,2019
"Branquinha",3,"AL",27,5,2019
"Cacimbinhas",3,"AL",27,5,2019
"Cajueiro",13,"AL",27,5,2019
"Campestre",5,"AL",27,5,2019
"Campo Alegre",10,"AL",27,5,2019
"Campo Grande",2,"AL",27,5,2019
"Canapi",8,"AL",27,5,2019
"Capela",8,"AL",27,5,2019
"Carneiros",5,"AL",27,5,2019
"Chã Preta",2,"AL",27,5,2019
"Coité do Nóia",7,"AL",27,5,2019
"Coruripe",9,"AL",27,5,2019
"Craíbas",30,"AL",27,5,2019
"Delmiro Gouveia",21,"AL",27,5,2019
"Estrela de Alagoas",10,"AL",27,5,2019
"Feira Grande",5,"AL",27,5,2019
"Flexeiras",6,"AL",27,5,2019
"Girau do Ponciano",11,"AL",27,5,2019
"Igaci",22,"AL",27,5,2019
"Igreja Nova",13,"AL",27,5,2019
"Inhapi",8,"AL",27,5,2019
"Jacaré dos Homens",3,"AL",27,5,2019
"Jacuípe",3,"AL",27,5,2019
